contato_id,cliente_id,data_contato,canal,tempo_resposta_horas
1520,233,2025-08-26,Email,10
1521,244,2025-11-30,Reunião,63
1522,237,2025-11-15,Reunião,46
1523,310,2025-08-03,Telefone,67
1524,53,2025-09-16,Email,43
1525,285,2025-07-15,Email,40
1526,273,2025-09-01,WhatsApp,77
1527,212,2025-10-28,Telefone,72
1528,82,2025-08-27,WhatsApp,10
1529,175,2025-11-05,WhatsApp,57
1530,291,2025-10-02,Telefone,24
1531,340,2025-07-10,Email,96
1532,477,2025-08-04,WhatsApp,16
1533,304,2025-07-29,WhatsApp,43
1534,285,2025-12-04,WhatsApp,24
1535,158,2025-09-16,Email,78
1536,56,2025-07-06,WhatsApp,43
1537,254,2025-07-16,Email,13
1538,112,2025-11-23,Email,20
1539,339,2025-11-20,WhatsApp,70
1540,150,2025-09-20,WhatsApp,27
1541,106,2025-07-07,Reunião,40
1542,292,2025-07-08,Reunião,57
1543,368,2025-10-01,Email,76
1544,5,2025-07-25,WhatsApp,18
1545,437,2025-10-14,Email,49
1546,462,2025-08-10,Email,2
1547,361,2025-08-07,Reunião,16
1548,441,2025-10-17,Email,32
1549,222,2025-07-02,WhatsApp,82
1550,163,2025-09-22,WhatsApp,50
1551,223,2025-08-11,Telefone,86
1552,89,2025-08-29,Telefone,26
1553,285,2025-09-21,Reunião,55
1554,79,2025-10-16,Telefone,19
1555,6,2025-12-10,Email,20
1556,370,2025-08-26,WhatsApp,19
1557,44,2025-11-23,WhatsApp,60
1558,458,2025-07-03,WhatsApp,81
1559,93,2025-09-03,WhatsApp,72
1560,420,2025-09-04,WhatsApp,47
1561,116,2025-11-11,WhatsApp,79
1562,4,2025-08-03,WhatsApp,95
1563,122,2025-08-22,Reunião,54
1564,475,2025-08-11,Reunião,6
1565,20,2025-08-05,WhatsApp,92
1566,189,2025-11-30,WhatsApp,90
1567,41,2025-11-22,Reunião,61
1568,265,2025-12-08,Email,33
1569,242,2025-07-20,Email,89
1570,325,2025-08-12,Reunião,80
1571,28,2025-10-02,Email,62
1572,233,2025-08-19,WhatsApp,75
1573,376,2025-10-05,WhatsApp,47
1574,492,2025-10-14,Reunião,23
1575,19,2025-07-04,Reunião,95
1576,402,2025-08-06,Reunião,9
1577,323,2025-08-29,Telefone,75
1578,27,2025-07-13,Reunião,96
1579,320,2025-12-22,Reunião,64
1580,43,2025-11-26,Email,37
1581,130,2025-11-25,Reunião,37
1582,440,2025-10-24,Email,96
1583,58,2025-07-27,Telefone,77
1584,379,2025-11-20,WhatsApp,49
1585,414,2025-11-14,Reunião,91
1586,121,2025-08-26,Telefone,69
1587,442,2025-12-20,Reunião,12
1588,496,2025-11-21,Telefone,65
1589,386,2025-09-14,WhatsApp,32
1590,339,2025-09-07,Telefone,28
1591,296,2025-10-01,Email,84
1592,136,2025-11-29,Email,23
1593,238,2025-09-17,WhatsApp,40
1594,244,2025-08-14,Telefone,50
1595,350,2025-09-20,WhatsApp,35
1596,75,2025-08-15,WhatsApp,3
1597,148,2025-09-05,WhatsApp,88
1598,162,2025-08-15,Email,14
1599,470,2025-08-14,Reunião,57
1600,313,2025-07-15,Reunião,44
1601,139,2025-10-21,Email,34
1602,336,2025-08-01,WhatsApp,61
1603,396,2025-07-09,Telefone,95
1604,345,2025-07-31,Telefone,68
1605,173,2025-07-08,Telefone,42
1606,281,2025-12-26,Email,10
1607,7,2025-09-14,Email,69
1608,54,2025-07-06,WhatsApp,46
1609,113,2025-10-17,Reunião,26
1610,18,2025-12-22,Email,9
1611,481,2025-07-29,Telefone,78
1612,327,2025-11-27,Email,13
1613,439,2025-07-27,Telefone,50
1614,337,2025-07-16,Telefone,16
1615,357,2025-11-11,Reunião,39
1616,240,2025-07-12,Email,83
1617,233,2025-10-19,WhatsApp,90
1618,463,2025-07-11,Reunião,34
1619,83,2025-12-10,Reunião,9
1620,196,2025-09-20,Reunião,9
1621,133,2025-10-22,Telefone,58
1622,36,2025-08-25,Telefone,80
1623,202,2025-11-13,WhatsApp,15
1624,74,2025-08-12,WhatsApp,29
1625,315,2025-07-17,Email,58
1626,367,2025-10-23,Email,6
1627,38,2025-12-10,Reunião,59
1628,10,2025-08-23,Telefone,85
1629,328,2025-12-28,Email,87
1630,200,2025-10-21,Telefone,91
1631,169,2025-09-19,Email,67
1632,363,2025-08-25,WhatsApp,57
1633,207,2025-12-11,Telefone,2
1634,197,2025-07-05,WhatsApp,17
1635,291,2025-08-13,Reunião,44
1636,350,2025-10-12,WhatsApp,9
1637,324,2025-07-16,Email,48
1638,274,2025-10-02,Email,60
1639,390,2025-10-15,Telefone,24
1640,284,2025-12-18,WhatsApp,86
1641,98,2025-10-13,WhatsApp,15
1642,323,2025-07-05,Reunião,64
1643,44,2025-07-20,WhatsApp,96
1644,98,2025-11-23,Email,26
1645,13,2025-07-30,Telefone,64
1646,200,2025-12-12,Reunião,65
1647,274,2025-09-04,Email,6
1648,174,2025-12-14,Reunião,94
1649,22,2025-09-16,Email,29
1650,414,2025-07-14,WhatsApp,88
1651,446,2025-08-13,Telefone,96
1652,297,2025-10-30,Email,6
1653,377,2025-11-22,WhatsApp,85
1654,10,2025-08-30,Email,33
1655,360,2025-07-15,Telefone,3
1656,89,2025-07-20,Email,41
1657,421,2025-12-04,WhatsApp,80
1658,88,2025-07-30,Email,15
1659,59,2025-08-23,Telefone,10
1660,412,2025-11-07,WhatsApp,45
1661,416,2025-07-08,WhatsApp,43
1662,62,2025-07-06,Telefone,43
1663,429,2025-11-04,Email,77
1664,89,2025-10-04,Email,17
1665,141,2025-11-22,WhatsApp,23
1666,357,2025-09-25,Telefone,58
1667,125,2025-08-02,Email,19
1668,52,2025-07-20,WhatsApp,22
1669,9,2025-08-26,Email,2
1670,4,2025-11-13,Email,92
1671,334,2025-07-30,Reunião,55
1672,356,2025-08-29,Telefone,28
1673,74,2025-07-18,Reunião,68
1674,231,2025-09-14,Telefone,24
1675,313,2025-07-04,Email,78
1676,93,2025-08-23,Email,82
1677,424,2025-10-12,Reunião,55
1678,3,2025-08-08,Telefone,26
1679,61,2025-08-15,Email,81
1680,186,2025-08-12,Telefone,61
1681,395,2025-07-21,Telefone,37
1682,28,2025-11-09,Email,21
1683,351,2025-08-29,WhatsApp,24
1684,82,2025-07-10,Email,8
1685,331,2025-09-26,Reunião,28
1686,223,2025-10-25,Reunião,80
1687,413,2025-09-03,Email,15
1688,380,2025-12-15,Telefone,22
1689,403,2025-12-21,WhatsApp,67
1690,60,2025-12-10,Telefone,94
1691,228,2025-07-30,Reunião,55
1692,102,2025-07-08,Reunião,31
1693,399,2025-11-30,Reunião,31
1694,51,2025-10-29,WhatsApp,27
1695,193,2025-11-02,Email,62
1696,300,2025-08-26,Email,57
1697,75,2025-11-03,WhatsApp,24
1698,199,2025-09-24,Telefone,60
1699,369,2025-11-09,Reunião,36
1700,104,2025-10-04,Telefone,6
1701,355,2025-08-05,Email,37
1702,70,2025-11-30,WhatsApp,60
1703,215,2025-11-15,Reunião,30
1704,454,2025-10-14,Telefone,83
1705,488,2025-07-25,Telefone,75
1706,497,2025-08-09,Telefone,13
1707,211,2025-08-17,WhatsApp,29
1708,303,2025-08-29,WhatsApp,37
1709,8,2025-09-10,Telefone,33
1710,168,2025-09-08,Telefone,77
1711,485,2025-11-20,Email,55
1712,23,2025-12-18,WhatsApp,95
1713,394,2025-08-21,Email,56
1714,272,2025-09-19,WhatsApp,91
1715,421,2025-12-03,WhatsApp,65
1716,124,2025-12-07,Email,90
1717,375,2025-09-15,Telefone,18
1718,184,2025-10-14,Telefone,84
1719,47,2025-12-24,WhatsApp,87
1720,157,2025-11-17,WhatsApp,75
1721,383,2025-08-01,Email,60
1722,238,2025-11-23,WhatsApp,25
1723,405,2025-09-25,WhatsApp,92
1724,325,2025-12-28,Email,51
1725,458,2025-07-05,Reunião,69
1726,17,2025-10-14,WhatsApp,36
1727,358,2025-07-25,Telefone,89
1728,42,2025-07-23,Reunião,96
1729,478,2025-12-14,Reunião,8
1730,57,2025-09-21,Reunião,61
1731,317,2025-12-18,Reunião,48
1732,90,2025-07-16,Email,73
1733,364,2025-11-06,Telefone,44
1734,123,2025-08-12,Email,85
1735,245,2025-08-02,Telefone,30
1736,165,2025-09-29,Reunião,66
1737,349,2025-09-11,Reunião,8
1738,33,2025-09-24,Reunião,59
1739,249,2025-08-22,Email,62
1740,364,2025-08-14,Reunião,59
1741,318,2025-09-25,Email,26
1742,457,2025-09-02,Email,12
1743,201,2025-11-13,Reunião,11
1744,56,2025-11-16,Reunião,16
1745,357,2025-11-21,WhatsApp,21
1746,448,2025-11-06,Email,39
1747,214,2025-07-07,Telefone,62
1748,178,2025-09-12,WhatsApp,96
1749,331,2025-12-23,Reunião,26
1750,33,2025-12-23,Telefone,68
1751,331,2025-10-04,WhatsApp,76
1752,176,2025-07-14,Reunião,64
1753,304,2025-07-11,WhatsApp,60
1754,156,2025-08-05,Telefone,41
1755,88,2025-10-23,Telefone,63
1756,191,2025-10-16,Email,20
1757,181,2025-10-17,WhatsApp,23
1758,317,2025-11-17,Reunião,25
1759,499,2025-11-14,Telefone,22
1760,122,2025-11-29,Email,42
1761,295,2025-11-26,WhatsApp,35
1762,190,2025-11-11,Telefone,73
1763,363,2025-12-20,Reunião,46
1764,76,2025-09-24,WhatsApp,71
1765,500,2025-11-17,Reunião,17
1766,472,2025-12-22,WhatsApp,65
1767,394,2025-11-21,WhatsApp,42
1768,80,2025-12-27,Reunião,84
1769,362,2025-10-14,WhatsApp,39
1770,497,2025-08-04,Telefone,74
1771,374,2025-09-06,Reunião,90
1772,58,2025-08-28,Email,19
1773,348,2025-08-09,Email,41
1774,13,2025-09-17,Telefone,59
1775,183,2025-12-05,Reunião,9
1776,312,2025-07-17,Telefone,76
1777,270,2025-11-02,Reunião,27
1778,12,2025-12-07,WhatsApp,88
1779,344,2025-12-06,WhatsApp,26
1780,252,2025-10-08,Email,87
1781,185,2025-09-18,Telefone,93
1782,438,2025-09-10,Reunião,51
1783,191,2025-12-25,Reunião,46
1784,180,2025-10-11,WhatsApp,73
1785,45,2025-11-03,WhatsApp,96
1786,213,2025-09-06,Reunião,22
1787,413,2025-09-11,WhatsApp,19
1788,428,2025-07-31,Email,20
1789,107,2025-10-12,WhatsApp,69
1790,172,2025-12-12,WhatsApp,13
1791,4,2025-09-15,Reunião,55
1792,90,2025-08-08,WhatsApp,92
1793,291,2025-11-23,Telefone,25
1794,427,2025-09-22,Reunião,72
1795,252,2025-12-18,Reunião,76
1796,156,2025-08-24,WhatsApp,30
1797,14,2025-12-28,Telefone,35
1798,154,2025-07-18,WhatsApp,17
1799,335,2025-07-11,Reunião,55
1800,92,2025-08-25,Telefone,5
1801,62,2025-10-19,WhatsApp,10
1802,307,2025-09-27,WhatsApp,74
1803,224,2025-10-23,WhatsApp,90
1804,419,2025-11-28,Reunião,67
1805,376,2025-08-03,Email,35
1806,84,2025-08-02,Email,20
1807,164,2025-09-01,Telefone,47
1808,84,2025-12-15,Reunião,48
1809,215,2025-07-19,Reunião,8
1810,149,2025-10-15,Email,67
1811,100,2025-07-21,Telefone,14
1812,307,2025-11-16,Reunião,42
1813,424,2025-07-06,Reunião,36
1814,351,2025-07-03,Reunião,14
1815,274,2025-08-02,Reunião,20
1816,7,2025-11-23,Reunião,49
1817,399,2025-08-26,WhatsApp,45
1818,472,2025-11-17,Email,29
1819,80,2025-08-22,Telefone,26
1820,408,2025-08-07,Email,55
1821,236,2025-12-09,Email,18
1822,473,2025-12-24,WhatsApp,46
1823,160,2025-07-05,Reunião,19
1824,419,2025-09-06,Reunião,24
1825,364,2025-10-12,Email,17
1826,114,2025-11-26,Telefone,90
1827,117,2025-10-11,Telefone,28
1828,67,2025-12-08,WhatsApp,90
1829,391,2025-11-30,Email,4
1830,397,2025-08-27,WhatsApp,7
1831,101,2025-12-01,Email,86
1832,263,2025-07-30,Email,62
1833,61,2025-10-25,Email,10
1834,155,2025-07-11,Email,14
1835,401,2025-11-27,Telefone,77
1836,462,2025-11-07,Telefone,87
1837,180,2025-12-21,Email,20
1838,434,2025-10-18,Reunião,47
1839,83,2025-08-22,Telefone,66
1840,292,2025-12-11,Email,76
1841,391,2025-12-25,Telefone,93
1842,99,2025-10-17,Telefone,70
1843,3,2025-12-03,Telefone,66
1844,436,2025-08-29,Reunião,91
1845,302,2025-11-11,WhatsApp,88
1846,491,2025-12-01,Telefone,47
1847,195,2025-09-11,Telefone,67
1848,117,2025-09-15,Email,42
1849,64,2025-08-31,Email,68
1850,70,2025-08-24,Reunião,92
1851,148,2025-08-08,Email,12
1852,168,2025-08-24,Email,51
1853,146,2025-09-03,Reunião,89
1854,500,2025-09-06,Telefone,72
1855,209,2025-10-15,WhatsApp,26
1856,439,2025-12-11,WhatsApp,88
1857,189,2025-11-13,Email,88
1858,252,2025-07-09,Email,52
1859,225,2025-08-17,Email,17
1860,74,2025-09-18,WhatsApp,90
1861,303,2025-12-02,Telefone,10
1862,187,2025-11-08,Reunião,27
1863,305,2025-09-16,Email,31
1864,430,2025-09-11,WhatsApp,37
1865,392,2025-08-02,Reunião,84
1866,483,2025-09-17,Reunião,62
1867,342,2025-07-27,WhatsApp,64
1868,262,2025-10-18,Telefone,60
1869,56,2025-11-27,Reunião,64
1870,255,2025-10-30,Telefone,5
1871,51,2025-12-15,Email,65
1872,348,2025-12-22,Telefone,50
1873,310,2025-07-08,Reunião,21
1874,156,2025-07-22,Email,11
1875,339,2025-08-17,WhatsApp,61
1876,104,2025-10-14,WhatsApp,64
1877,259,2025-10-23,Reunião,71
1878,280,2025-12-24,Email,57
1879,451,2025-11-28,WhatsApp,59
1880,162,2025-09-23,WhatsApp,60
1881,19,2025-12-20,Telefone,73
1882,338,2025-10-12,Telefone,64
1883,221,2025-11-24,Reunião,93
1884,200,2025-08-26,Email,74
1885,346,2025-08-25,WhatsApp,62
1886,288,2025-11-18,Email,52
1887,135,2025-08-24,WhatsApp,80
1888,347,2025-09-29,Reunião,43
1889,32,2025-12-21,Email,18
1890,429,2025-09-26,Reunião,96
1891,299,2025-12-22,Reunião,50
1892,50,2025-09-10,Reunião,47
1893,211,2025-09-30,Email,86
1894,126,2025-10-26,Telefone,84
1895,160,2025-07-30,Email,90
1896,34,2025-10-11,Email,45
1897,87,2025-12-23,Reunião,6
1898,236,2025-07-13,WhatsApp,74
1899,264,2025-09-12,Reunião,4
1900,357,2025-08-30,Email,42
1901,194,2025-08-04,WhatsApp,43
1902,294,2025-12-03,WhatsApp,14
1903,354,2025-07-09,Telefone,45
1904,255,2025-08-22,Reunião,23
1905,315,2025-10-13,Reunião,57
1906,104,2025-08-23,Email,70
1907,110,2025-10-16,Reunião,8
1908,153,2025-08-04,WhatsApp,30
1909,320,2025-12-05,Email,77
1910,173,2025-10-20,Email,74
1911,411,2025-08-15,WhatsApp,56
1912,108,2025-10-01,Email,85
1913,422,2025-10-12,Reunião,57
1914,340,2025-08-12,Reunião,27
1915,213,2025-09-17,Reunião,81
1916,264,2025-09-03,Telefone,4
1917,322,2025-08-18,Telefone,75
1918,256,2025-11-04,WhatsApp,36
1919,480,2025-07-18,WhatsApp,74
1920,373,2025-07-21,Email,68
1921,103,2025-09-26,WhatsApp,20
1922,124,2025-11-20,Reunião,57
1923,211,2025-10-08,Email,83
1924,105,2025-09-14,Reunião,38
1925,331,2025-11-17,Reunião,89
1926,308,2025-10-29,WhatsApp,32
1927,59,2025-11-20,Telefone,5
1928,126,2025-10-10,WhatsApp,64
1929,287,2025-09-08,WhatsApp,84
1930,464,2025-12-19,Telefone,22
1931,140,2025-11-24,Email,35
1932,405,2025-10-18,Telefone,84
1933,437,2025-12-18,WhatsApp,4
1934,29,2025-12-07,Reunião,79
1935,153,2025-12-12,WhatsApp,48
1936,344,2025-07-13,Email,52
1937,483,2025-11-23,Telefone,16
1938,293,2025-08-22,Email,68
1939,341,2025-08-02,Reunião,65
1940,453,2025-12-05,Telefone,78
1941,63,2025-10-09,Reunião,76
1942,378,2025-09-20,Telefone,56
1943,112,2025-11-22,Email,24
1944,110,2025-10-19,WhatsApp,54
1945,131,2025-07-31,Email,64
1946,274,2025-09-24,Email,42
1947,280,2025-09-11,WhatsApp,89
1948,127,2025-10-18,Telefone,48
1949,244,2025-09-25,Reunião,4
1950,331,2025-07-26,Email,96
1951,340,2025-12-15,Telefone,34
1952,283,2025-09-21,Reunião,83
1953,491,2025-07-02,Reunião,89
1954,63,2025-08-14,Telefone,58
1955,199,2025-12-26,WhatsApp,34
1956,155,2025-12-05,Telefone,40
1957,108,2025-11-17,WhatsApp,82
1958,163,2025-07-17,WhatsApp,6
1959,141,2025-12-08,WhatsApp,62
1960,378,2025-09-14,Reunião,93
1961,217,2025-12-03,Telefone,91
1962,134,2025-08-21,Email,47
1963,216,2025-07-27,Reunião,60
1964,356,2025-12-21,Email,84
1965,329,2025-11-11,WhatsApp,84
1966,70,2025-12-28,WhatsApp,27
1967,322,2025-10-11,Reunião,75
1968,43,2025-11-30,Telefone,33
1969,265,2025-07-15,Telefone,78
1970,352,2025-09-14,Reunião,59
1971,245,2025-11-24,Reunião,24
1972,352,2025-07-30,Reunião,38
1973,102,2025-12-07,WhatsApp,49
1974,94,2025-09-19,WhatsApp,75
1975,115,2025-12-23,Email,73
1976,332,2025-07-25,Telefone,13
1977,499,2025-09-01,Telefone,35
1978,360,2025-11-15,Email,53
1979,317,2025-09-10,Reunião,21
1980,46,2025-09-25,Telefone,74
1981,61,2025-12-25,WhatsApp,60
1982,424,2025-07-09,WhatsApp,17
1983,115,2025-11-06,Telefone,36
1984,148,2025-08-24,WhatsApp,18
1985,221,2025-11-06,Telefone,38
1986,373,2025-07-08,Telefone,55
1987,93,2025-09-15,Telefone,5
1988,149,2025-10-22,Telefone,81
1989,231,2025-10-26,Reunião,76
1990,351,2025-07-16,WhatsApp,12
1991,6,2025-08-30,Telefone,43
1992,499,2025-07-04,WhatsApp,89
1993,109,2025-09-21,WhatsApp,96
1994,306,2025-10-24,Email,14
1995,286,2025-12-13,Email,44
1996,477,2025-10-29,WhatsApp,47
1997,311,2025-07-10,Email,2
1998,130,2025-08-21,WhatsApp,40
1999,203,2025-07-10,Reunião,18
2000,496,2025-08-07,Email,76
2001,92,2025-10-23,Telefone,66
2002,253,2025-10-03,WhatsApp,18
2003,46,2025-10-08,WhatsApp,20
2004,134,2025-11-29,Reunião,7
2005,66,2025-08-23,Reunião,48
2006,475,2025-09-09,Reunião,35
2007,314,2025-10-22,Reunião,57
2008,458,2025-11-16,Reunião,96
2009,252,2025-11-20,WhatsApp,8
2010,97,2025-11-20,Email,31
2011,94,2025-12-19,WhatsApp,35
2012,84,2025-08-31,WhatsApp,16
2013,459,2025-08-24,Email,58
2014,183,2025-08-07,WhatsApp,60
2015,253,2025-11-30,Telefone,17
2016,179,2025-12-05,Telefone,38
2017,93,2025-11-15,Reunião,74
2018,457,2025-07-12,Telefone,76
2019,498,2025-12-27,Telefone,55
2020,472,2025-12-09,Telefone,65
2021,347,2025-12-04,Reunião,5
2022,146,2025-07-07,Email,52
2023,192,2025-07-30,Email,43
2024,79,2025-12-21,Email,60
2025,426,2025-07-13,WhatsApp,60
2026,322,2025-10-21,Email,44
2027,497,2025-12-17,WhatsApp,43
2028,486,2025-08-05,Telefone,29
2029,442,2025-12-16,Reunião,43
2030,409,2025-12-14,Email,72
2031,488,2025-07-27,WhatsApp,13
2032,205,2025-10-24,Telefone,32
2033,495,2025-09-17,Email,4
2034,437,2025-11-05,Telefone,51
2035,400,2025-09-16,Reunião,84
2036,386,2025-07-14,Telefone,17
2037,153,2025-08-25,WhatsApp,96
2038,413,2025-10-10,Telefone,47
2039,341,2025-12-04,Reunião,67
2040,103,2025-08-25,WhatsApp,51
2041,244,2025-10-21,WhatsApp,13
2042,388,2025-09-11,Reunião,80
2043,96,2025-09-08,WhatsApp,13
2044,21,2025-08-19,Reunião,61
2045,347,2025-11-01,Telefone,65
2046,270,2025-07-20,Email,39
2047,240,2025-09-08,Email,63
2048,154,2025-11-20,Telefone,89
2049,463,2025-10-13,Telefone,68
2050,219,2025-10-14,Email,72
2051,40,2025-12-17,Email,67
2052,218,2025-09-14,Email,61
2053,339,2025-08-05,Reunião,47
2054,131,2025-08-01,Email,66
2055,9,2025-11-29,WhatsApp,24
2056,403,2025-11-12,WhatsApp,7
2057,43,2025-09-13,Reunião,42
2058,301,2025-09-03,WhatsApp,81
2059,414,2025-10-22,Reunião,25
2060,109,2025-11-11,Email,79
2061,133,2025-07-09,Email,57
2062,274,2025-12-24,Email,52
2063,60,2025-12-25,Telefone,85
2064,245,2025-09-02,WhatsApp,86
2065,495,2025-07-27,WhatsApp,40
2066,317,2025-07-24,Reunião,90
2067,345,2025-07-05,WhatsApp,40
2068,45,2025-11-26,Telefone,3
2069,98,2025-11-30,Email,91
2070,497,2025-11-10,Email,28
2071,247,2025-07-15,Telefone,85
2072,124,2025-09-08,Telefone,13
2073,155,2025-09-01,Telefone,62
2074,217,2025-12-23,Email,23
2075,463,2025-11-19,WhatsApp,64
2076,242,2025-12-23,WhatsApp,76
2077,125,2025-11-07,Reunião,74
2078,425,2025-09-19,Email,44
2079,5,2025-12-02,WhatsApp,55
2080,435,2025-08-24,Reunião,6
2081,250,2025-09-17,WhatsApp,67
2082,303,2025-07-25,WhatsApp,31
2083,366,2025-12-13,Email,56
2084,296,2025-10-09,Email,36
2085,458,2025-07-16,WhatsApp,62
2086,60,2025-08-24,Reunião,59
2087,358,2025-09-08,Email,22
2088,148,2025-11-09,WhatsApp,46
2089,225,2025-10-30,Telefone,77
2090,466,2025-07-06,Reunião,79
2091,437,2025-07-13,WhatsApp,18
2092,453,2025-10-14,WhatsApp,55
2093,427,2025-07-09,Reunião,62
2094,410,2025-11-17,Telefone,38
2095,354,2025-12-06,WhatsApp,18
2096,89,2025-11-07,Telefone,79
2097,252,2025-12-03,WhatsApp,65
2098,156,2025-10-29,Telefone,73
2099,25,2025-12-24,Reunião,35
2100,183,2025-07-08,Telefone,24
2101,424,2025-08-22,Email,10
2102,173,2025-09-09,Email,81
2103,117,2025-11-28,Telefone,64
2104,133,2025-10-02,Reunião,7
2105,395,2025-08-08,Reunião,21
2106,437,2025-07-05,Email,92
2107,26,2025-09-07,WhatsApp,16
2108,500,2025-12-01,Email,73
2109,22,2025-08-21,Email,23
2110,323,2025-11-28,Telefone,48
2111,81,2025-10-15,WhatsApp,66
2112,256,2025-12-03,Telefone,84
2113,187,2025-10-04,Telefone,17
2114,435,2025-11-07,WhatsApp,55
2115,394,2025-12-27,Telefone,62
2116,175,2025-10-16,Telefone,12
2117,137,2025-09-24,WhatsApp,48
2118,323,2025-07-11,Telefone,21
2119,386,2025-08-15,WhatsApp,31
2120,71,2025-09-10,WhatsApp,54
2121,460,2025-09-02,Reunião,5
2122,227,2025-11-21,Email,93
2123,413,2025-08-18,Email,12
2124,174,2025-10-09,WhatsApp,23
2125,223,2025-12-13,WhatsApp,6
2126,339,2025-07-17,Telefone,75
2127,30,2025-07-20,Reunião,55
2128,206,2025-07-07,Reunião,94
2129,381,2025-10-09,Reunião,3
2130,424,2025-10-18,Telefone,91
2131,207,2025-09-05,Telefone,71
2132,320,2025-07-23,WhatsApp,91
2133,177,2025-07-15,WhatsApp,27
2134,452,2025-10-12,Email,6
2135,276,2025-10-04,WhatsApp,94
2136,369,2025-11-26,Reunião,29
2137,48,2025-08-20,Reunião,68
2138,175,2025-07-19,Telefone,4
2139,15,2025-08-12,Reunião,32
2140,427,2025-10-12,WhatsApp,66
2141,57,2025-12-13,Reunião,35
2142,322,2025-08-21,Reunião,17
2143,25,2025-07-15,Email,59
2144,153,2025-08-04,Email,60
2145,174,2025-10-29,Telefone,46
2146,154,2025-10-17,Telefone,93
2147,194,2025-08-17,Telefone,15
2148,168,2025-08-18,Telefone,48
2149,233,2025-12-03,Telefone,93
2150,218,2025-09-14,Email,13
2151,32,2025-09-11,Telefone,62
2152,110,2025-09-05,Email,49
2153,347,2025-08-16,WhatsApp,77
2154,287,2025-08-18,WhatsApp,35
2155,300,2025-08-23,WhatsApp,58
2156,353,2025-08-25,WhatsApp,22
2157,74,2025-08-21,Telefone,64
2158,365,2025-09-02,Telefone,92
2159,263,2025-08-15,Email,90
2160,109,2025-09-03,WhatsApp,6
2161,383,2025-11-18,Reunião,17
2162,309,2025-09-15,Email,17
2163,190,2025-08-04,Reunião,7
2164,268,2025-11-19,Email,49
2165,157,2025-09-24,Reunião,39
2166,249,2025-12-21,Telefone,20
2167,402,2025-07-31,WhatsApp,8
2168,480,2025-10-11,Reunião,29
2169,94,2025-08-25,Email,17
2170,281,2025-09-30,Email,7
2171,214,2025-08-27,Reunião,74
2172,232,2025-10-03,WhatsApp,62
2173,428,2025-07-26,Telefone,19
2174,259,2025-07-19,WhatsApp,59
2175,342,2025-09-05,Telefone,95
2176,167,2025-12-06,WhatsApp,51
2177,120,2025-09-18,Reunião,71
2178,24,2025-07-10,WhatsApp,96
2179,143,2025-07-16,Email,23
2180,363,2025-12-22,Reunião,73
2181,331,2025-11-27,Email,26
2182,490,2025-07-23,Email,74
2183,268,2025-11-10,WhatsApp,66
2184,460,2025-12-24,Email,86
2185,480,2025-08-14,Telefone,4
2186,141,2025-11-06,Telefone,92
2187,430,2025-08-02,WhatsApp,12
2188,414,2025-08-14,Reunião,53
2189,302,2025-12-17,WhatsApp,4
2190,175,2025-09-08,Telefone,55
2191,13,2025-08-15,Reunião,50
2192,132,2025-12-05,Email,14
2193,278,2025-11-15,Reunião,20
2194,94,2025-10-24,Email,21
2195,158,2025-09-15,Telefone,9
2196,315,2025-10-06,Telefone,5
2197,366,2025-12-14,Reunião,51
2198,51,2025-10-08,Telefone,54
2199,458,2025-10-07,Reunião,50
2200,483,2025-11-28,Email,27
2201,123,2025-07-29,Telefone,65
2202,261,2025-08-21,WhatsApp,16
2203,138,2025-12-13,Reunião,61
2204,284,2025-09-15,Email,63
2205,15,2025-09-15,Telefone,4
2206,138,2025-08-09,Email,33
2207,391,2025-08-08,Telefone,40
2208,291,2025-09-15,WhatsApp,12
2209,434,2025-07-19,Telefone,20
2210,192,2025-08-12,Telefone,33
2211,276,2025-09-11,WhatsApp,7
2212,1,2025-09-01,Reunião,85
2213,498,2025-11-16,Email,9
2214,478,2025-08-27,Reunião,78
2215,129,2025-07-07,WhatsApp,46
2216,432,2025-07-20,Telefone,76
2217,431,2025-08-20,Reunião,7
2218,83,2025-08-14,Email,40
2219,46,2025-09-18,Email,19
2220,372,2025-08-08,Reunião,57
2221,108,2025-07-25,Reunião,89
2222,485,2025-10-02,Reunião,92
2223,232,2025-10-20,Telefone,86
2224,165,2025-10-02,Telefone,60
2225,492,2025-07-28,Reunião,4
2226,468,2025-07-04,Telefone,84
2227,473,2025-12-28,WhatsApp,2
2228,462,2025-12-26,Telefone,54
2229,285,2025-07-03,WhatsApp,52
2230,276,2025-12-08,Email,70
2231,16,2025-07-10,WhatsApp,88
2232,64,2025-09-29,WhatsApp,78
2233,184,2025-09-20,Telefone,91
2234,5,2025-11-27,WhatsApp,49
2235,480,2025-11-09,WhatsApp,3
2236,114,2025-12-23,Reunião,89
2237,472,2025-09-28,Telefone,13
2238,418,2025-07-24,Reunião,93
2239,114,2025-10-30,WhatsApp,48
2240,19,2025-10-18,WhatsApp,92
2241,362,2025-07-26,Telefone,2
2242,101,2025-07-18,WhatsApp,16
2243,446,2025-10-18,WhatsApp,23
2244,283,2025-11-09,Telefone,10
2245,302,2025-11-26,Email,18
2246,133,2025-08-05,Telefone,68
2247,374,2025-10-19,Telefone,88
2248,12,2025-07-04,Reunião,89
2249,287,2025-09-03,Email,56
2250,329,2025-07-09,Email,43
2251,222,2025-09-15,Reunião,17
